timestamp,attacker_name,tactic,technique,attack_vector,severity,affected_system,ip_address,user_account,region,status
2020-10-05 02:04:54.326025,Steve Brown,Defense Evasion,Network Sniffing,Phishing,Critical,commercial,215.208.254.70,morrisdestiny,Australia,Failed
2022-09-17 17:02:27.971897,Heather Howell,Collection,Phishing,Phishing,High,across,191.169.207.171,jonesbrittney,Africa,Failed
2022-06-19 18:28:34.526922,Sheila Martin,Impact,Spearphishing Attachment,USB,Medium,crime,30.248.79.115,rserrano,Europe,Successful
2022-10-27 22:25:20.076388,Lisa White,Discovery,Access Token Manipulation,Web,Medium,weight,205.141.57.18,micheal61,Africa,Failed
2022-08-26 23:13:30.315170,Timothy Smith,Defense Evasion,Spearphishing Attachment,Web,Critical,cut,98.109.33.17,johnsonchristopher,South America,Failed
2023-07-17 00:27:49.486043,Kimberly Ward,Collection,PowerShell,Email,Low,both,23.66.53.142,billyballard,Asia,Successful
2022-06-25 14:57:11.745560,George Cooper,Persistence,Credential Dumping,Email,Critical,laugh,48.156.218.145,gtaylor,US,Failed
2023-01-15 21:15:44.840836,Tiffany Hawkins,Execution,Taint Shared Content,Email,Critical,heavy,135.94.41.230,eric79,Europe,Successful
2021-03-16 11:49:01.128897,Eduardo Johnson,Impact,Taint Shared Content,Phishing,High,window,140.21.68.132,kristenrowe,Australia,Failed
2023-10-07 09:59:11.566600,Lisa Scott,Exfiltration,Access Token Manipulation,Web,High,rate,132.218.132.243,nicholas44,Australia,Failed
2023-02-07 08:15:26.560916,Justin Franco,Defense Evasion,Spearphishing Attachment,Web,Medium,require,189.166.36.164,juliatran,Africa,Failed
2023-12-24 11:37:33.803276,Regina Pennington,Execution,Credential Dumping,Web,Critical,rather,133.219.214.97,melindaspencer,Asia,Successful
2021-04-20 19:40:23.630906,Nathan Rivas,Collection,Spearphishing Attachment,Email,Critical,why,161.62.213.237,michelleholland,Asia,Failed
2022-07-20 08:07:30.163937,Bethany Bailey,Defense Evasion,Access Token Manipulation,Email,Critical,sea,189.175.228.107,lucascourtney,Africa,Failed
2022-04-11 08:43:45.787921,Elizabeth Hudson,Defense Evasion,Access Token Manipulation,Web,Medium,major,209.211.20.62,hortontimothy,US,Successful
2021-05-03 17:49:31.623364,Rebecca Patel,Defense Evasion,Exploitation of Vulnerability,Web,High,throughout,3.63.162.129,rthompson,Africa,Successful
2021-09-01 22:18:36.961536,Sandra Mendoza,Privilege Escalation,Network Sniffing,Phishing,Critical,minute,53.227.129.12,emma02,US,Successful
2020-06-12 23:26:24.484849,Alexis Fernandez,Credential Access,Credential Dumping,Email,Medium,could,99.239.223.222,laurarocha,Australia,Failed
2024-07-11 18:41:02.050714,James Sandoval,Discovery,PowerShell,USB,Low,evening,201.168.33.252,careymarcus,Australia,Successful
2022-08-17 14:38:31.826074,Matthew Howard,Lateral Movement,Ransomware,Web,High,toward,143.7.116.218,george59,Asia,Failed
2024-06-16 17:00:31.807559,Tracy Smith,Persistence,Phishing,Web,Medium,process,94.101.175.76,sheilamcfarland,South America,Failed
2022-05-21 11:41:19.726714,Thomas Turner,Lateral Movement,Access Token Manipulation,Phishing,Low,administration,223.53.38.72,matthewrobinson,Asia,Failed
2021-07-18 01:03:08.146519,Joseph Carlson,Exfiltration,Spearphishing Attachment,Email,Medium,base,185.82.221.118,ronald11,Europe,Successful
2024-07-31 01:48:19.721860,Alicia Bailey,Lateral Movement,Exploitation of Vulnerability,Network,High,southern,54.152.180.200,jacobsbrett,Asia,Failed
2022-11-06 17:22:43.667623,Tammy Cook DDS,Privilege Escalation,Data Encrypted,Email,Low,than,104.33.107.28,handerson,South America,Failed
2022-12-17 05:54:13.813949,Christopher Mccarthy,Credential Access,Command and Scripting Interpreter,Web,Critical,anything,166.43.179.132,harveydoris,Australia,Failed
2024-03-07 03:11:39.224878,Katherine Smith,Impact,Credential Dumping,Phishing,Medium,which,202.32.8.233,lisa14,Asia,Failed
2021-09-01 09:34:42.672886,Jeffrey Lawrence DVM,Credential Access,PowerShell,Web,Critical,next,96.255.161.222,nevans,Australia,Successful
2020-01-15 17:12:32.411851,Jason Bradshaw,Initial Access,PowerShell,USB,High,book,176.7.10.151,matthewdrake,Africa,Successful
2021-08-18 08:32:49.712533,Judy Padilla,Lateral Movement,Command and Scripting Interpreter,Network,Critical,lead,32.132.107.4,amber68,Asia,Successful
2022-02-24 04:08:46.944841,Mr. Christian Martin DDS,Impact,Spearphishing Attachment,USB,Medium,town,10.103.232.91,amber30,Australia,Successful
2021-05-03 04:20:25.329599,Amber May,Exfiltration,Credential Dumping,Email,Medium,fire,150.208.43.117,johnwilkins,Asia,Failed
2023-01-16 08:22:31.906914,Grace Jackson,Discovery,Access Token Manipulation,Web,Critical,gun,124.221.16.28,owenjohn,Africa,Successful
2024-08-15 22:17:21.850109,Billy Palmer,Lateral Movement,Network Sniffing,Network,Low,physical,160.106.69.211,holtdonald,US,Failed
2021-05-30 08:37:49.600405,Yvonne Miller,Discovery,Spearphishing Attachment,Network,Low,team,93.59.205.99,brian21,Asia,Failed
2021-05-13 12:13:06.938508,Brett Mueller,Privilege Escalation,PowerShell,Network,Critical,win,195.134.55.127,rramirez,Africa,Successful
2022-07-17 22:03:34.870149,David Richmond,Impact,Data Encrypted,Web,Critical,common,210.87.25.89,jessica48,US,Failed
2020-07-19 06:23:09.968530,Maria Adkins,Collection,Ransomware,Network,Medium,beat,62.95.238.175,jacksonhaley,Europe,Successful
2024-04-11 16:49:26.599143,Robert Fisher,Discovery,Network Sniffing,Network,Critical,hair,64.11.38.195,prestonwhite,US,Successful
2021-12-24 12:42:32.409865,Jimmy Johnson,Defense Evasion,Command and Scripting Interpreter,Network,Critical,cut,179.156.90.64,brandonshah,Africa,Successful
2020-04-19 18:01:36.269454,Kristen Fuller,Persistence,Network Sniffing,Email,Medium,standard,3.45.163.129,diazthomas,Australia,Successful
2023-06-27 01:36:11.999525,Jeremy Dunn,Lateral Movement,Credential Dumping,Web,Critical,step,168.116.146.149,vwade,Europe,Failed
2021-05-10 22:49:40.967235,Mary Wall,Execution,Taint Shared Content,Web,High,concern,8.170.128.210,kevin24,South America,Failed
2024-02-08 19:58:25.246103,Alexis Pearson,Persistence,Taint Shared Content,Email,Critical,know,206.245.71.57,dunlapbrian,Australia,Failed
2021-01-14 10:37:48.802944,Kathleen Lee,Defense Evasion,Spearphishing Attachment,Phishing,High,half,52.202.54.190,nwright,Europe,Successful
2023-03-16 11:24:07.784379,Bruce Hale,Impact,Network Sniffing,Email,High,away,154.177.35.17,katiecarter,Europe,Failed
2021-02-13 12:54:34.760882,Hector Bird,Initial Access,Data Encrypted,Network,Medium,for,178.45.187.122,ucoleman,US,Successful
2023-07-14 10:28:01.205685,Ashley Martinez,Execution,Access Token Manipulation,Network,Critical,race,191.32.210.7,stevenescobar,US,Failed
2024-10-01 17:28:33.515221,Jerome Hendrix,Impact,Access Token Manipulation,Phishing,Critical,then,183.78.7.40,evansjeremy,Europe,Successful
2020-09-02 18:27:49.753736,Crystal Young,Defense Evasion,Data Encrypted,Phishing,High,most,216.193.213.16,christopher41,Europe,Failed
2020-04-16 10:30:44.856913,Mikayla Espinoza,Defense Evasion,Access Token Manipulation,Web,Critical,mean,15.254.137.23,carrieschwartz,US,Successful
2024-09-09 20:40:35.432455,Steven Brewer,Defense Evasion,Spearphishing Attachment,USB,High,that,134.46.197.2,littlehaley,Europe,Failed
2023-10-13 01:42:08.743036,Christopher Smith,Exfiltration,Ransomware,Web,Critical,bed,17.78.223.82,carmenwilliams,US,Failed
2023-10-05 11:08:47.651741,Kenneth Hayes,Lateral Movement,Taint Shared Content,Network,Low,full,120.158.200.126,davidbennett,Africa,Successful
2023-01-05 05:06:42.331053,Heather Allen,Privilege Escalation,Network Sniffing,Phishing,High,nearly,145.31.81.59,stanleyerika,Asia,Successful
2021-01-27 23:34:30.317415,Bridget Malone,Credential Access,Access Token Manipulation,Web,Low,and,1.203.248.95,jefferydavis,Australia,Failed
2022-05-01 03:20:19.076827,Logan Estes,Lateral Movement,Access Token Manipulation,Phishing,Medium,coach,72.189.93.80,leonrobert,Asia,Failed
2021-01-07 01:29:46.698889,Andrew Stewart DDS,Execution,Ransomware,Phishing,Medium,head,147.166.82.59,larry13,US,Successful
2022-07-21 12:58:48.782159,Heidi Williams,Collection,Taint Shared Content,Phishing,High,ahead,201.232.156.42,markbanks,South America,Successful
2023-01-23 15:35:14.959903,Kendra Fitzgerald,Persistence,PowerShell,USB,Low,million,54.145.184.207,dunnwilliam,Australia,Successful
2022-04-08 06:21:22.156227,James David,Initial Access,PowerShell,Web,High,most,107.229.155.184,emily58,Asia,Successful
2022-06-01 13:45:49.097866,Heather Smith,Initial Access,Exploitation of Vulnerability,Email,High,positive,155.201.220.13,jessica43,Europe,Successful
2020-06-09 02:11:21.070438,Kristina Nelson,Exfiltration,PowerShell,USB,High,walk,34.129.96.37,gvasquez,US,Successful
2022-12-28 09:14:58.609281,Brandon Johnson,Credential Access,Credential Dumping,Web,Medium,receive,126.76.250.133,ohouston,Europe,Successful
2022-12-16 20:13:21.132137,Melissa Gentry PhD,Privilege Escalation,Spearphishing Attachment,Email,Medium,short,78.174.12.178,zbarr,Europe,Successful
2023-01-11 05:02:42.587457,Paul Bates,Initial Access,Taint Shared Content,Network,Critical,blue,192.187.67.5,ehuynh,Australia,Successful
2020-06-27 15:00:12.884271,Lynn Ross,Privilege Escalation,Ransomware,Network,High,people,131.145.165.135,wagneryvonne,US,Failed
2020-08-25 20:58:00.983039,Jasmine Smith,Privilege Escalation,Network Sniffing,Email,Low,eight,36.241.99.191,mossalyssa,Africa,Successful
2020-10-12 09:40:54.492931,James Patel,Persistence,Ransomware,Phishing,Low,spend,59.29.204.157,hernandezjohnny,South America,Successful
2022-09-30 10:34:58.384417,Jennifer Hammond,Exfiltration,Command and Scripting Interpreter,Network,Critical,back,49.216.216.122,sanchezjacqueline,Asia,Failed
2020-08-05 07:49:46.297292,Tracey Smith,Impact,Credential Dumping,Phishing,High,society,49.204.162.236,smithdalton,South America,Successful
2021-02-02 08:08:45.966826,Dale Kelly,Exfiltration,Network Sniffing,USB,Critical,phone,101.25.4.64,william32,Europe,Successful
2023-09-11 14:29:06.857598,Marcus Allen,Collection,Command and Scripting Interpreter,Email,Critical,blue,78.179.239.79,lozanomelanie,US,Successful
2021-11-25 07:51:39.185600,Jordan Kelly,Defense Evasion,Data Encrypted,Network,High,positive,69.179.141.17,cyoung,South America,Successful
2023-07-23 09:14:52.908052,Taylor Cisneros,Defense Evasion,PowerShell,Email,Critical,oil,69.76.178.76,reynoldsbonnie,Africa,Failed
2024-06-10 23:18:03.464176,Joseph King,Lateral Movement,PowerShell,Web,Low,but,63.2.221.254,matthew11,Europe,Failed
2024-10-10 19:14:29.175367,Madeline Turner,Collection,Phishing,USB,Medium,condition,59.14.241.226,guymartinez,US,Successful
2021-07-11 20:16:08.769202,Dylan Gutierrez,Credential Access,Taint Shared Content,Web,High,bit,162.27.55.201,ryan27,US,Successful
2020-06-05 05:03:47.843296,Margaret Robinson,Lateral Movement,Exploitation of Vulnerability,Email,Medium,exist,160.45.204.218,heathercampbell,Australia,Failed
2024-10-04 02:15:33.982626,Jerry Pierce,Execution,Credential Dumping,Network,Medium,arm,24.29.240.161,qpollard,Africa,Successful
2021-07-01 12:34:32.038427,Mrs. Crystal Herrera,Initial Access,Spearphishing Attachment,Web,Low,culture,131.103.153.115,rreyes,US,Successful
2023-10-18 03:43:29.110769,Dustin Gardner,Initial Access,Phishing,USB,Critical,toward,152.173.103.98,sydneymercer,Africa,Successful
2023-05-13 13:03:40.597049,Ashley Gomez,Exfiltration,Access Token Manipulation,Network,High,apply,112.200.67.190,juliaherrera,Australia,Failed
2021-07-29 08:00:27.362582,Tina Walker,Persistence,Command and Scripting Interpreter,Email,High,bag,143.8.123.198,rachelrandolph,Africa,Failed
2023-12-05 17:25:11.380619,Edward Jacobs,Impact,Phishing,Network,Low,government,110.56.231.75,braunwilliam,Africa,Successful
2023-01-22 02:04:07.716971,Lori Reid,Credential Access,Command and Scripting Interpreter,Web,High,successful,187.249.172.206,vegajeremy,Africa,Successful
2024-09-26 00:48:51.287566,Joanne Brown,Discovery,Exploitation of Vulnerability,Phishing,Medium,simply,186.191.234.80,brianacollier,Africa,Successful
2020-09-06 17:35:59.098163,Claudia Thompson,Exfiltration,Taint Shared Content,Phishing,Low,public,103.125.44.67,icarroll,South America,Successful
2024-10-04 16:35:36.566760,Nicole Green,Defense Evasion,Network Sniffing,Email,Medium,area,70.107.189.100,blairadrian,Europe,Failed
2021-11-19 23:03:15.809087,Christine Jones,Lateral Movement,Spearphishing Attachment,Web,High,politics,40.188.205.196,rojaskeith,Africa,Failed
2020-08-31 13:20:29.147737,Madeline Gill,Privilege Escalation,Ransomware,USB,Low,employee,188.221.205.74,changkelly,South America,Successful
2023-11-11 10:48:51.558933,Tiffany Floyd,Execution,Exploitation of Vulnerability,Web,Critical,election,147.234.175.181,ghunter,South America,Failed
2023-06-15 22:52:03.583593,Morgan Moore,Initial Access,Credential Dumping,Phishing,Low,fear,106.208.127.73,robertsnancy,Australia,Successful
2021-11-06 10:09:34.608484,Jill Blake,Collection,PowerShell,Phishing,High,central,87.6.36.162,jonesjoseph,Australia,Failed
2020-05-08 06:50:33.935975,David Kerr,Privilege Escalation,Network Sniffing,Phishing,Medium,peace,138.17.245.187,phillipramos,Australia,Successful
2024-07-23 00:21:50.131222,Lindsey Costa,Execution,Taint Shared Content,Network,High,minute,154.134.160.21,meyercalvin,Africa,Successful
2022-02-06 18:43:26.914654,Paul Patel,Discovery,PowerShell,Web,High,back,176.66.180.171,gtucker,Europe,Successful
2020-04-14 11:24:54.893274,Tonya Grant,Privilege Escalation,Credential Dumping,Web,High,future,167.124.55.22,qlane,US,Successful
2020-01-27 18:27:00.870075,Makayla Massey,Execution,Exploitation of Vulnerability,Network,Medium,sport,4.228.148.212,amylopez,Australia,Successful
2020-07-16 10:53:33.364072,Sarah Roberson,Collection,Command and Scripting Interpreter,Network,Low,ready,154.57.9.205,jeannenguyen,Australia,Successful
2022-12-31 03:58:56.452150,Gary Nelson,Privilege Escalation,Taint Shared Content,USB,Low,usually,100.160.110.104,christopherstephenson,Australia,Successful
2022-06-09 03:16:30.589391,Brian Weber,Discovery,Spearphishing Attachment,Email,Low,both,108.237.210.144,ballsally,Asia,Successful
2024-08-07 13:49:59.476260,George Crawford,Collection,Spearphishing Attachment,Network,Low,reason,50.95.149.131,gonzalezjenny,Europe,Failed
2024-01-23 21:04:58.540579,Crystal Bell,Discovery,Exploitation of Vulnerability,Phishing,Critical,market,70.144.48.178,njohnson,US,Failed
2021-08-26 13:53:23.575768,Miranda Carpenter,Defense Evasion,Exploitation of Vulnerability,Email,Critical,peace,68.130.136.96,sarah20,Europe,Failed
2022-05-08 16:22:23.212966,Alan Smith,Lateral Movement,Command and Scripting Interpreter,Network,Low,show,50.134.226.107,grantbilly,Europe,Failed
2020-07-02 07:40:18.782972,Steven Levine,Persistence,Credential Dumping,Email,Critical,why,182.217.33.218,scottdougherty,Australia,Failed
2024-07-19 03:06:38.381075,Alexandra Bailey,Impact,Command and Scripting Interpreter,Network,Critical,defense,152.28.222.153,joshua69,Africa,Failed
2020-10-08 20:10:52.259016,William Evans,Privilege Escalation,Credential Dumping,Network,Critical,individual,24.243.85.219,blackdana,Europe,Successful
2024-08-08 15:05:54.514649,George Wise,Defense Evasion,Network Sniffing,USB,High,own,26.173.35.38,michellesims,Africa,Failed
2023-07-25 08:45:13.558703,Mr. Raymond Lucas Jr.,Privilege Escalation,Taint Shared Content,USB,Medium,should,142.101.57.226,james70,South America,Successful
2024-10-27 10:44:40.450102,Bruce Tapia,Collection,Access Token Manipulation,Network,Medium,father,60.44.32.36,ewiley,Europe,Successful
2024-02-22 21:55:39.026649,Melissa Williams,Defense Evasion,PowerShell,Email,Low,street,140.90.255.96,daniel93,Australia,Successful
2021-04-27 21:12:58.947672,Julie Pearson,Credential Access,Exploitation of Vulnerability,Email,Low,oil,218.86.43.193,groach,Europe,Successful
2023-01-24 09:47:12.193343,John Martin,Discovery,Credential Dumping,Email,Critical,begin,117.13.55.55,sbaker,Australia,Successful
2024-01-03 07:06:42.750005,Deborah Smith,Collection,Access Token Manipulation,USB,High,spend,200.44.146.229,xevans,US,Failed
2023-08-02 04:27:00.639802,James Brown,Impact,Command and Scripting Interpreter,Phishing,High,bill,187.66.244.191,istanton,Africa,Successful
2022-07-13 11:04:13.347906,Andrea Bell,Discovery,Access Token Manipulation,Email,Low,young,204.169.13.113,krivera,Australia,Failed
2024-07-04 09:17:14.800003,Amber Roberts,Initial Access,Spearphishing Attachment,USB,Low,light,154.139.26.26,brettwilliams,Australia,Failed
2023-07-05 23:34:45.687622,Annette Russo,Lateral Movement,PowerShell,Phishing,Medium,cup,18.72.11.200,gina79,Asia,Failed
2022-09-23 20:58:30.434868,Mr. Dustin George,Exfiltration,Ransomware,USB,High,figure,114.94.54.146,roy63,US,Successful
2020-10-19 11:37:44.786489,Jessica Adams,Privilege Escalation,Phishing,Phishing,High,admit,61.95.135.77,fergusonelizabeth,Asia,Successful
2021-09-09 14:33:34.295923,Amy Jenkins,Execution,Access Token Manipulation,Network,High,always,149.56.228.163,mccluremichael,Europe,Failed
2022-01-02 17:55:07.204741,Ann Webb,Lateral Movement,PowerShell,Phishing,Critical,go,88.143.155.131,meyerstephanie,Europe,Failed
2020-11-23 18:58:21.874064,Joanna Robles,Privilege Escalation,Phishing,Network,High,idea,151.222.127.181,ojimenez,Africa,Failed
2020-01-17 17:41:59.405969,Stephanie Schroeder,Defense Evasion,Credential Dumping,Phishing,Low,participant,128.57.168.163,qboyer,Europe,Failed
2020-02-25 06:43:37.949016,Lauren Lane,Lateral Movement,Taint Shared Content,Web,Medium,eye,202.83.209.60,jason12,Australia,Failed
2020-06-12 07:56:06.420846,Mrs. Kristina Alexander,Privilege Escalation,Ransomware,Email,Low,must,63.17.9.26,wlee,Asia,Successful
2024-05-23 06:03:56.912444,Amy Davis,Initial Access,Exploitation of Vulnerability,Web,Medium,design,55.121.23.203,fergusonbryan,US,Failed
2024-11-05 20:27:55.621472,Holly Wright,Privilege Escalation,Access Token Manipulation,Email,High,seek,45.137.86.182,taylorrobert,Africa,Successful
2023-08-14 23:34:07.629224,Sheila Archer,Collection,Access Token Manipulation,Phishing,Medium,institution,129.9.235.235,shelbybird,Africa,Failed
2022-04-20 03:57:06.681081,Michael Price,Initial Access,Exploitation of Vulnerability,Web,Critical,rate,185.109.211.6,belliott,Asia,Successful
2022-10-31 08:31:47.441661,Jonathan Hill,Execution,Network Sniffing,USB,High,position,12.63.32.213,patrickvilla,Asia,Successful
2022-03-24 15:03:22.078907,Pamela Gonzalez,Collection,Network Sniffing,Network,High,building,43.86.180.183,ochoajennifer,Africa,Failed
2020-08-22 08:05:54.377506,Richard Green,Persistence,Credential Dumping,Web,Critical,offer,160.100.119.236,crystalhebert,Australia,Failed
2021-04-08 15:28:58.247364,Michael Rose,Collection,Credential Dumping,Phishing,Low,nice,160.179.223.138,margaret58,Asia,Failed
2022-01-25 16:13:05.587363,Brian Garcia,Lateral Movement,Taint Shared Content,Email,High,laugh,142.248.226.67,hsalazar,Asia,Successful
2022-01-20 14:24:36.113247,Theresa Hart,Initial Access,Credential Dumping,Web,High,company,69.12.91.138,william74,Asia,Failed
2022-05-05 17:33:54.012371,Jennifer Zuniga,Exfiltration,Network Sniffing,Web,Low,design,122.246.82.205,jeanavery,US,Failed
2023-03-04 23:59:26.748279,Elizabeth Lloyd,Exfiltration,Access Token Manipulation,Email,Critical,side,185.168.147.7,delacruzjessica,South America,Failed
2021-04-04 14:23:12.487026,Nancy Brewer,Lateral Movement,Command and Scripting Interpreter,USB,Low,draw,97.44.21.56,kfuller,Asia,Successful
2020-08-12 00:14:10.267580,David Gonzalez,Defense Evasion,Command and Scripting Interpreter,USB,Critical,wonder,172.224.138.135,benjamin29,Africa,Successful
2023-10-22 02:45:22.433343,Julian Mcintosh,Execution,Spearphishing Attachment,Phishing,High,five,61.181.104.223,phogan,South America,Failed
2022-03-12 14:42:03.582970,Kevin Wells,Initial Access,Ransomware,Email,Critical,direction,214.26.53.183,eddiewalker,Asia,Successful
2021-11-05 09:09:21.620506,Brenda Martinez,Execution,Access Token Manipulation,Network,Low,executive,138.157.30.93,fboyer,Europe,Failed
2024-02-21 05:19:03.631085,Jessica James,Discovery,Data Encrypted,USB,Medium,environmental,183.117.236.120,fdavis,Australia,Successful
2023-10-16 15:28:56.437640,Kenneth Sullivan,Impact,Command and Scripting Interpreter,Email,Low,reason,33.82.49.3,kathleencarter,South America,Failed
2021-10-13 16:41:50.881078,Paul Murray,Persistence,Spearphishing Attachment,Email,Low,marriage,73.244.59.66,alexis07,Asia,Successful
2023-05-17 17:08:53.913823,Crystal Gray,Collection,PowerShell,Phishing,High,benefit,84.133.204.227,pchang,Australia,Failed
2024-01-12 11:59:03.717997,Daniel Hoover,Exfiltration,Spearphishing Attachment,Phishing,Critical,service,122.172.24.40,gevans,US,Failed
2021-10-05 23:34:58.014533,David Morrison,Persistence,Data Encrypted,Phishing,Medium,probably,57.21.95.61,luiswu,South America,Failed
2024-08-04 13:23:32.536338,Timothy Hoover,Defense Evasion,Data Encrypted,Network,Low,image,170.24.112.206,myersandrew,Australia,Successful
2020-01-04 17:37:22.995549,James Blackwell,Initial Access,Credential Dumping,Web,Medium,room,31.52.41.33,waltersamy,US,Successful
2022-02-12 17:42:45.353682,Andrew Zimmerman,Defense Evasion,Phishing,Web,Medium,or,158.0.110.225,eric76,Europe,Successful
2021-03-01 17:29:42.595104,Casey Cunningham,Discovery,Access Token Manipulation,Network,Low,tree,140.66.116.48,matthewjohnson,Asia,Successful
2020-11-24 21:37:26.504170,Joseph Taylor,Privilege Escalation,Data Encrypted,Phishing,Low,political,134.219.81.222,mark93,South America,Successful
2022-06-04 08:10:53.963564,Antonio Hudson,Defense Evasion,Access Token Manipulation,Email,High,hundred,147.105.67.87,joshuagutierrez,South America,Successful
2022-10-23 12:55:40.157960,Courtney Williams,Impact,Ransomware,Phishing,Low,quality,192.134.75.195,patrickconley,US,Successful
2022-11-16 08:21:52.448648,Todd Ritter,Defense Evasion,Access Token Manipulation,Network,Critical,somebody,48.120.224.100,edward15,South America,Failed
2021-07-15 12:52:31.721972,Earl Roman,Initial Access,Access Token Manipulation,Phishing,High,culture,156.127.105.148,stephanielopez,Africa,Failed
2023-06-30 07:12:37.363805,Garrett Harris,Exfiltration,Spearphishing Attachment,Web,Medium,power,109.134.188.27,spencerbrendan,Australia,Failed
2022-05-17 19:00:25.080817,Randy Mcdonald,Credential Access,Phishing,Network,Critical,area,113.204.123.181,dcastro,Asia,Successful
2021-10-21 04:04:35.646524,Cameron Crawford,Discovery,Ransomware,Email,Medium,simply,48.27.104.79,qrhodes,Africa,Successful
2022-07-24 07:06:58.531259,Allison Marks,Execution,Credential Dumping,Web,Critical,cell,212.148.204.234,rodriguezraymond,US,Failed
2024-05-29 12:34:52.248351,Donna Martin,Privilege Escalation,Ransomware,USB,High,more,181.190.33.156,ffreeman,South America,Failed
2020-06-23 20:38:35.218635,Todd Lee,Discovery,Phishing,Email,Low,stop,138.140.78.58,torresamy,Australia,Failed
2021-01-05 12:18:33.846175,Marie Lewis,Initial Access,Phishing,Email,High,technology,21.150.98.45,garciacorey,US,Successful
2020-04-16 07:22:51.072229,Dawn Barnett,Privilege Escalation,Command and Scripting Interpreter,Email,High,seven,149.235.234.64,oscarmoore,Africa,Failed
2024-09-16 07:00:46.997447,Karen Robinson,Impact,Exploitation of Vulnerability,USB,Medium,fish,221.187.104.119,kbeck,Europe,Failed
2024-02-05 03:37:10.894326,Wesley Olson,Defense Evasion,Phishing,Network,Critical,lay,177.145.1.219,obrown,US,Failed
2023-04-25 00:32:00.175102,Seth Valdez,Collection,Command and Scripting Interpreter,Web,High,sport,98.173.171.248,richard65,Australia,Failed
2020-05-22 22:11:40.194064,Heather Green,Impact,Data Encrypted,Email,Critical,morning,146.218.157.70,brianrangel,South America,Successful
2023-10-13 05:34:33.732500,Mary Hill,Impact,Exploitation of Vulnerability,Phishing,High,big,120.72.25.76,greenjennifer,South America,Successful
2020-12-27 13:21:33.629476,Alexander Gonzalez,Discovery,Exploitation of Vulnerability,Email,Critical,result,3.32.6.211,garciadebbie,Asia,Successful
2024-08-16 19:33:21.329524,Andrew Brown,Persistence,Access Token Manipulation,Email,Critical,position,87.22.91.132,ericvasquez,Africa,Successful
2024-07-28 22:06:58.187524,Charles Graham,Persistence,PowerShell,Phishing,High,very,91.99.120.197,brian25,Africa,Successful
2020-04-14 22:24:29.780232,Cheryl Jones,Collection,Data Encrypted,Network,Low,career,128.126.20.23,briangood,US,Successful
2024-09-07 02:55:33.029794,Catherine Edwards,Privilege Escalation,Credential Dumping,Phishing,Low,sign,57.78.110.238,brandon43,US,Successful
2021-02-27 15:32:15.885469,Thomas Davidson,Privilege Escalation,Spearphishing Attachment,Web,Low,total,27.33.151.13,amylarsen,Africa,Successful
2023-12-27 17:22:18.926569,John Reed,Collection,Access Token Manipulation,USB,Medium,despite,166.76.137.52,sdavis,Africa,Failed
2023-05-24 17:38:00.616548,Emily Rodriguez,Lateral Movement,Exploitation of Vulnerability,Web,Low,figure,207.35.157.2,mandyvincent,Australia,Successful
2024-07-14 00:56:40.465501,Laurie Chavez,Persistence,Data Encrypted,USB,Medium,up,174.145.84.132,reeddaniel,Asia,Failed
2020-03-18 03:18:14.962081,Sarah Brooks,Defense Evasion,Command and Scripting Interpreter,Web,Medium,community,180.177.29.192,yallen,Australia,Failed
2023-12-14 18:57:39.366824,Christopher Walker,Exfiltration,Taint Shared Content,Email,Medium,necessary,110.175.200.39,mark80,US,Successful
2023-11-18 16:27:20.098015,William Mann,Collection,Taint Shared Content,USB,High,despite,12.158.56.60,ctucker,South America,Successful
2024-09-10 21:31:24.895372,Megan Jennings,Lateral Movement,PowerShell,Phishing,Medium,know,161.47.192.211,paul76,Australia,Successful
2024-02-13 00:48:58.203056,Eric Mckee,Credential Access,Ransomware,Web,Low,result,153.166.73.228,martinezrichard,Europe,Failed
2024-11-10 06:22:34.896106,Michael Estes,Exfiltration,Network Sniffing,USB,High,mission,175.203.176.156,hunteranna,South America,Successful
2020-06-09 12:17:30.488636,Caitlyn Merritt,Execution,Exploitation of Vulnerability,USB,High,matter,147.104.15.96,grace82,Asia,Failed
2021-09-19 17:26:12.812537,Teresa Knight,Execution,Network Sniffing,Network,Low,gas,223.78.45.120,lisa24,Africa,Failed
2022-03-26 07:14:55.931819,Samuel Yoder,Defense Evasion,Taint Shared Content,Network,Low,wall,3.223.163.166,wpeters,Africa,Failed
2024-04-26 14:59:47.971159,Vanessa Camacho,Impact,Phishing,Phishing,Medium,person,1.83.111.116,rwilson,US,Failed
2023-04-13 03:17:03.784036,Michael Christensen,Execution,Phishing,Web,Medium,pass,78.99.29.194,andre40,US,Failed
2020-03-26 09:26:00.110105,Chris Yates,Lateral Movement,PowerShell,Web,Critical,similar,115.146.218.39,heathercase,Asia,Failed
2021-06-05 02:48:22.859830,Jeffrey Mason,Exfiltration,Network Sniffing,Phishing,Low,detail,194.139.33.180,morrisonnathan,US,Failed
2021-10-30 08:42:38.938288,Jennifer Cooke,Initial Access,Taint Shared Content,Email,Medium,radio,87.114.164.125,monroeelizabeth,Asia,Successful
2022-10-18 04:48:03.883677,John Taylor,Privilege Escalation,PowerShell,Web,Medium,trade,100.160.1.172,ryanmyers,Africa,Failed
2020-12-07 04:38:14.638483,Erica Baker,Impact,Credential Dumping,Network,Medium,trip,23.50.217.206,ithomas,South America,Failed
