timestamp,attacker_name,tactic,technique,attack_vector,severity,affected_system,ip_address,user_account,region,status,severity_num,attack_vector_num,region_num,hour,day,month,anomaly
2024-06-07 01:40:48,Mark Sanchez,Agent,Spearphishing Attachment,Suffer,Low,also,192.79.34.6,fhunter,North America,Successful,1,3,2,14,1,10,False
2024-06-08 14:11:55,John Young,Receive,Scheduled Task,Really,High,become,14.77.65.62,andreareed,North America,Failed,2,4,1,3,10,4,True
2024-08-21 02:15:28,Allison Terry,Service,Data Staged,Ground,Medium,security,112.23.231.170,mwilliams,North America,Failed,2,4,2,18,29,8,False
2024-03-02 12:28:32,Shari Knight,Maybe,Spearphishing Link,Team,Medium,source,128.254.24.7,ellismolly,Asia,Successful,3,3,3,4,12,2,False
2024-04-18 09:44:24,Adam Conner,Approach,Sudo Caching,Enjoy,Low,different,74.112.84.3,davisjonathan,Asia,Failed,2,1,2,11,8,7,True
2024-01-23 13:38:44,Thomas Brown,Lawyer,Scheduled Task,Laugh,Low,painting,103.131.32.96,suttonmichele,Europe,Failed,1,2,1,5,28,3,False
2024-04-04 18:03:28,Rachael Barnett,Try,Data Staged,Firm,High,play,31.14.53.133,barnettpaula,North America,Successful,1,3,2,20,31,8,True
2024-07-31 16:21:59,Angelica Obrien,Cell,Data Staged,Probably,Low,forget,199.239.155.79,jason81,North America,Successful,1,1,2,13,12,1,False
2024-07-31 19:49:17,Alexis Wolfe,Team,Scheduled Task,Size,High,might,2.30.252.219,jonesdiane,North America,Successful,3,3,3,12,8,2,True
2024-05-04 20:22:09,Scott Stanley,Prove,Brute Force,Then,Medium,general,103.87.119.58,jeannemedina,Asia,Successful,3,3,4,15,19,6,True
2024-02-25 13:28:18,Christina Reynolds,Major,Remote File Copy,Little,High,every,169.31.239.78,ericmckinney,Asia,Successful,3,3,2,23,8,9,False
2024-07-03 07:34:30,Barbara Williams,Ok,Application Layer Protocol,Single,High,base,63.72.97.138,escobarjennifer,North America,Failed,2,4,1,20,16,7,True
2024-09-18 23:00:29,Jerry Baker,Understand,Spearphishing Attachment,Put,Low,difference,52.77.224.190,crystalcabrera,Asia,Successful,1,3,2,23,4,10,False
2024-04-11 11:28:00,Erika Myers,Item,Remote File Copy,Trade,Low,item,89.172.128.1,nmartin,South America,Successful,2,1,2,8,10,6,False
2024-08-08 05:02:53,Anthony Martinez,Peace,Spearphishing Link,Have,Medium,official,215.57.116.125,jerryjohnson,South America,Successful,2,3,2,5,8,12,True
2024-06-24 08:52:34,Courtney Mcguire,Control,Remote File Copy,Research,High,continue,39.101.81.134,kathy57,Asia,Failed,2,2,2,0,8,3,True
2024-02-21 01:01:42,Morgan Harris,Describe,Scheduled Task,Value,Medium,character,200.57.252.207,atorres,North America,Failed,3,1,3,15,11,4,True
2024-02-14 10:01:53,Jessica White,Window,Remote File Copy,Full,High,add,193.161.103.57,jonesnathan,South America,Successful,1,1,3,16,15,4,False
2024-10-13 09:27:40,Jason Johnson,Air,Spearphishing Attachment,Condition,High,other,212.171.6.95,bdavis,North America,Failed,1,4,4,6,10,12,False
2024-07-29 19:35:04,Nancy Oconnor,Should,Scheduled Task,Behind,Medium,glass,167.251.34.185,tina77,Europe,Failed,2,1,2,11,4,12,True
2024-11-05 15:28:13,Lisa Dominguez,Cost,Remote File Copy,Capital,Medium,take,37.94.61.12,pattersonedwin,North America,Failed,3,1,2,10,17,11,False
2024-04-26 23:55:42,Amber Richardson,Town,Data Staged,Make,High,value,159.239.73.57,glennchristina,Europe,Successful,1,4,2,16,20,5,False
2024-05-30 20:09:38,Paul Wiggins,Want,Application Layer Protocol,City,Medium,woman,38.77.85.91,jessicawalters,Europe,Failed,1,4,1,18,14,12,False
2024-10-30 00:30:31,Jeffery Nguyen,Least,Command and Control Over Web Protocol,Population,Low,exactly,174.149.215.20,wmeyer,North America,Successful,3,4,4,3,28,6,False
2024-07-04 22:08:14,Meredith Garrett,Leader,Sudo Caching,Mention,High,herself,192.60.109.113,rogercampbell,Asia,Successful,3,4,2,21,2,11,False
2024-08-28 13:44:35,Cassandra Copeland,Their,Spearphishing Attachment,Interview,Medium,nation,122.105.1.198,zolson,South America,Successful,3,4,2,8,18,8,False
2024-07-06 09:04:39,Donna Tapia,Learn,Remote File Copy,Chance,Medium,student,113.58.44.110,icollins,Asia,Failed,2,4,4,18,27,1,True
2024-06-12 15:10:00,James Richardson,Little,Scheduled Task,Others,High,season,49.102.158.102,casekevin,Europe,Successful,2,4,4,12,7,12,True
2024-03-17 16:21:41,Lisa Doyle,Care,Remote File Copy,Relationship,Medium,wait,62.65.240.253,nicole75,Asia,Failed,1,2,1,21,14,3,True
2024-08-13 10:58:57,William Wright,Over,Sudo Caching,Us,High,board,50.35.84.123,victoriawilliams,North America,Successful,2,3,1,12,20,5,True
2024-01-22 09:55:51,Justin Williams,Whose,Application Layer Protocol,Big,Medium,always,131.43.138.199,thenderson,South America,Successful,1,2,3,6,8,3,True
2024-06-24 17:20:10,Jessica Jenkins,Activity,Application Layer Protocol,Husband,Low,sing,37.107.39.80,sreeves,Europe,Failed,3,3,4,7,23,3,True
2024-10-11 03:57:59,Bridget Higgins,Picture,Spearphishing Attachment,Behavior,High,if,7.160.159.63,denisejohnson,South America,Failed,2,1,1,1,7,7,False
2024-02-26 08:51:16,Aaron Kirk,Today,Remote File Copy,Reduce,Medium,service,35.50.212.127,anthony60,Asia,Failed,3,3,2,23,28,3,False
2024-10-18 03:02:17,Kimberly Williams,Near,Command and Control Over Web Protocol,Course,High,structure,106.203.16.236,ugonzalez,North America,Successful,3,2,4,19,8,7,True
2024-05-05 05:46:43,Mr. Martin Erickson,Development,Data Staged,Science,Medium,exist,50.168.149.249,bpace,South America,Successful,2,2,2,12,13,11,True
2024-08-11 19:45:20,Karen Hernandez,Sign,Spearphishing Attachment,Religious,Medium,if,45.146.208.170,david90,South America,Failed,1,1,3,9,2,10,False
2024-08-20 04:59:16,Thomas Butler,Seven,Data Staged,Lay,High,next,206.112.32.237,melanieramirez,Asia,Failed,3,3,1,22,30,4,True
2024-03-21 20:27:31,Angela Terrell,Benefit,Application Layer Protocol,Right,Low,around,194.245.168.86,cdavis,Europe,Successful,1,4,4,8,7,7,True
2024-06-21 02:47:24,Patrick Harris,Two,Command and Control Over Web Protocol,Behavior,Low,cost,70.191.173.32,scottstrong,South America,Successful,2,2,4,21,29,12,True
2024-02-17 07:39:07,Joseph Oneal,Reality,Spearphishing Link,Bad,High,knowledge,212.211.235.225,jennifer01,South America,Successful,2,1,3,6,8,10,True
2024-02-20 16:39:34,Mrs. Melissa Bishop,Media,Spearphishing Attachment,Use,High,she,105.163.138.139,fhicks,Europe,Failed,1,4,3,6,5,3,True
2024-05-07 02:56:11,Matthew Bautista,Direction,Application Layer Protocol,There,High,travel,132.198.184.11,vsmith,North America,Failed,2,2,1,4,21,1,False
2024-10-18 16:30:56,Lauren Best,Pull,Remote File Copy,Career,Low,heavy,94.104.102.135,ychan,Asia,Successful,3,1,1,18,10,6,True
2024-05-07 17:18:39,Wanda Rivera,Region,Data Staged,Support,Low,high,96.186.204.244,jhays,Europe,Successful,2,2,4,19,28,4,False
2024-03-01 19:48:38,Michelle Guerra,Risk,Data Staged,Apply,Low,allow,48.99.111.64,trevinoalexis,North America,Successful,1,1,3,11,23,5,True
2024-09-08 20:13:22,Mindy Navarro,Single,Spearphishing Link,Relate,Low,meeting,198.163.27.134,nancy96,Europe,Failed,2,1,3,1,31,8,False
2024-07-21 11:34:43,Samantha Gordon,Likely,Spearphishing Attachment,Actually,Low,window,141.113.143.20,nicholashinton,Asia,Successful,2,2,2,15,23,10,False
2024-07-19 01:28:51,Adam Chang,World,Application Layer Protocol,Give,Low,technology,176.249.254.83,wilkinswayne,Asia,Failed,2,3,2,8,8,12,False
2024-08-25 03:51:20,Joseph Hayden,Themselves,Scheduled Task,Land,High,choose,62.48.30.210,lsmith,South America,Failed,1,3,1,5,28,9,False
2024-10-04 16:10:03,Christina Valdez,May,Sudo Caching,Indeed,Medium,wonder,85.195.183.85,acook,North America,Failed,3,2,4,2,6,12,False
2024-06-27 21:47:46,Loretta Salazar DVM,Home,Remote File Copy,Together,High,thousand,70.126.175.41,christopher15,North America,Successful,1,3,2,6,5,12,True
2024-02-15 17:57:23,Adrian Stanley,Forward,Spearphishing Link,Series,High,call,174.45.249.113,sdominguez,Europe,Failed,2,4,4,7,25,10,False
2024-04-02 03:27:43,Jenna Kim,Record,Data Staged,Box,Low,four,132.203.223.193,alittle,South America,Failed,2,4,3,10,31,11,False
2024-05-09 20:51:36,Jeremy Hill,Piece,Command and Control Over Web Protocol,Food,High,newspaper,76.30.222.43,robertrobinson,Europe,Successful,2,2,2,9,26,2,False
2024-07-10 13:08:36,Catherine Weber,Over,Scheduled Task,Indeed,Medium,teacher,111.4.152.97,arellanopaige,North America,Failed,2,3,4,13,18,2,False
2024-09-15 00:22:53,Miranda Thomas,Mean,Application Layer Protocol,Say,High,science,16.75.126.23,georgepatricia,North America,Successful,3,2,2,0,18,1,True
2024-05-02 03:10:39,Elizabeth Tanner,Available,Sudo Caching,Door,High,consider,19.158.230.93,cpowell,North America,Failed,3,2,1,17,31,9,False
2024-11-05 04:30:14,Emily Herman,Three,Scheduled Task,Respond,High,study,214.161.107.192,lgallagher,North America,Successful,2,4,1,10,17,7,False
2024-04-24 16:39:09,Suzanne Lawson,Discover,Spearphishing Link,Perform,High,field,182.112.210.112,webbsteve,Asia,Failed,3,3,1,21,4,12,True
2024-06-29 13:55:14,Christian Ramirez,Investment,Spearphishing Link,Meet,Medium,provide,34.156.1.69,waltersashley,Europe,Failed,2,1,3,17,18,12,True
2024-05-08 12:34:02,Anthony Hill,Explain,Data Staged,Air,Low,him,165.55.37.254,alison24,Europe,Failed,1,2,2,8,19,1,False
2024-09-10 17:38:12,Patrick Watkins,War,Data Staged,Road,Low,say,2.37.112.195,ramseychristina,South America,Successful,3,2,1,21,3,5,True
2024-08-19 16:08:59,Austin Clay,Response,Spearphishing Attachment,Soldier,High,new,176.184.168.69,thomasfox,Europe,Failed,1,2,2,8,6,7,False
2024-10-18 18:08:13,Andrew Mejia,One,Application Layer Protocol,Dark,Medium,sport,218.72.202.248,orosario,Asia,Successful,3,1,3,12,1,2,False
2024-07-25 01:13:53,Scott Carter,Decade,Data Staged,It,High,recent,221.102.217.2,xpollard,Europe,Failed,3,4,4,6,28,2,True
2024-01-28 14:00:20,Jennifer Diaz,Friend,Spearphishing Attachment,Enjoy,Medium,detail,69.42.152.103,amychapman,North America,Successful,1,3,3,7,15,2,True
2024-03-24 07:43:53,Keith Wood,Find,Application Layer Protocol,Window,High,subject,137.233.89.28,jlucas,Asia,Failed,3,1,2,8,17,12,True
2024-08-19 07:57:27,Elizabeth Murray,Event,Command and Control Over Web Protocol,President,High,pull,21.153.44.181,yduncan,South America,Successful,3,4,3,13,13,3,True
2024-04-13 01:13:00,Thomas Yu,Hot,Spearphishing Attachment,Speak,High,subject,63.131.253.127,qlyons,North America,Successful,2,3,4,14,12,7,False
2024-08-12 01:29:28,Clinton Jones,Position,Spearphishing Link,Camera,Medium,impact,94.76.29.112,nicholassantana,Asia,Successful,1,4,2,11,13,3,True
2024-01-13 06:20:34,Mary Fisher,Though,Application Layer Protocol,Room,High,organization,48.0.181.201,mmoore,Europe,Successful,1,3,2,4,11,5,True
2024-11-02 06:01:24,Ryan Edwards,Make,Data Staged,Push,High,box,57.254.163.166,hernandezpatrick,North America,Successful,1,2,3,5,10,3,True
2024-06-18 09:56:05,Monica Daniels,Player,Sudo Caching,Out,Medium,food,88.95.163.22,joseph61,South America,Failed,2,1,4,8,23,5,False
2024-06-24 04:10:15,Douglas Frost,Break,Application Layer Protocol,Half,Medium,fight,4.149.126.13,davisshelia,South America,Successful,3,1,4,3,24,5,False
2024-10-09 21:40:16,Sharon Montgomery,Financial,Brute Force,Network,High,everybody,53.196.185.115,gentrymatthew,Asia,Successful,3,1,1,23,20,2,False
2024-03-07 20:11:27,Scott Leon,Leg,Application Layer Protocol,Adult,Medium,who,134.249.115.78,nelsonheather,Asia,Failed,2,4,3,0,13,12,False
2024-04-08 14:22:57,Taylor Galvan,Physical,Remote File Copy,Hold,Low,its,157.135.141.185,ibarralinda,South America,Failed,2,1,2,16,23,11,True
2024-04-23 20:25:57,Paula Robinson,Seem,Command and Control Over Web Protocol,Case,Low,approach,176.70.219.230,robertbenton,Europe,Successful,1,1,4,13,26,8,False
2024-06-12 15:00:31,Keith Lane,Act,Spearphishing Attachment,Your,High,air,19.211.204.22,psmith,Asia,Successful,1,2,2,14,31,1,False
2024-10-21 08:01:42,Becky Sanchez,Cause,Sudo Caching,Language,Low,example,138.143.97.241,danielsjoshua,Europe,Successful,2,3,1,11,14,9,True
2024-10-13 10:29:15,Julie Lawrence,Natural,Data Staged,Know,Low,trouble,217.73.40.115,paultorres,North America,Successful,2,4,4,17,8,7,False
2024-08-24 01:09:51,Nancy Robbins,Occur,Data Staged,Down,High,shoulder,16.250.183.110,chad19,South America,Successful,1,3,1,3,2,12,True
2024-07-04 10:09:27,Megan Perez,Arm,Command and Control Over Web Protocol,Pretty,Medium,part,2.78.33.120,thomasmiller,South America,Failed,1,2,4,17,18,4,False
2024-04-30 00:07:43,Yolanda Hunt,Agree,Spearphishing Link,Laugh,Medium,term,214.38.97.33,steventhompson,Europe,Successful,3,2,3,5,4,12,False
2024-09-01 10:18:04,Mark Myers,Prove,Application Layer Protocol,Hand,Low,air,99.29.8.3,william54,North America,Successful,3,1,1,15,14,7,False
2024-03-08 12:39:30,Brittany Greene,During,Data Staged,They,Medium,wife,161.76.158.233,uwright,South America,Successful,3,2,2,20,1,5,True
2024-08-17 14:53:15,Derrick Steele,Position,Command and Control Over Web Protocol,Former,Medium,deal,204.145.251.178,berryleah,Asia,Failed,3,3,1,22,31,4,True
2024-05-21 12:00:34,David Brown,Turn,Sudo Caching,Reach,Low,care,21.19.116.139,carolynbrown,South America,Successful,1,4,2,21,1,11,False
2024-02-01 01:38:09,Michael Skinner,Arrive,Scheduled Task,Father,Medium,at,171.85.129.149,lindsey19,Asia,Failed,1,1,3,0,9,7,True
2024-02-17 01:32:27,Bonnie Bowman,Before,Sudo Caching,Recently,High,beautiful,177.50.52.5,anne46,Asia,Successful,3,4,4,4,1,2,False
2024-03-20 02:28:29,Caleb Campbell,Speech,Brute Force,Anyone,Medium,really,21.147.3.165,catherinenielsen,Europe,Failed,1,4,4,6,4,6,False
2024-10-05 18:04:30,James Richardson,Woman,Command and Control Over Web Protocol,Your,High,leader,79.186.122.48,laura68,Asia,Failed,2,4,3,8,1,8,False
2024-10-01 16:38:41,Paul Bryant,Agreement,Scheduled Task,A,Medium,student,166.156.84.57,velasquezjonathon,North America,Successful,1,4,2,23,29,7,False
2024-02-26 07:00:42,Deborah Carrillo,Air,Application Layer Protocol,Option,High,writer,74.19.51.190,alanbuchanan,Asia,Successful,3,3,4,9,30,8,False
2024-02-09 05:43:10,Donna Hill,International,Scheduled Task,Even,Low,follow,185.176.140.118,floresmanuel,Europe,Failed,2,4,4,8,23,7,False
2024-08-07 17:48:51,Lisa Schultz,Loss,Scheduled Task,Resource,Medium,example,90.38.69.93,mariophelps,Asia,Successful,1,3,4,5,14,2,True
2024-07-31 10:22:59,Kimberly Allen,Piece,Sudo Caching,Bad,High,child,206.168.46.48,fitzpatrickjesus,South America,Successful,3,2,4,3,6,6,True
2024-05-07 15:32:10,Holly Jones,Mr,Sudo Caching,Break,Low,education,21.119.211.164,gcarr,South America,Successful,1,3,1,3,9,6,False
2024-03-08 13:33:39,Paula Crawford,Step,Data Staged,She,Low,choice,156.222.101.168,keith74,Europe,Failed,1,1,3,10,20,10,True
2024-09-17 23:38:02,Amy Kidd,Success,Data Staged,Deep,High,question,198.232.198.111,belinda27,Europe,Failed,2,4,4,12,28,7,True
2024-08-06 04:31:21,Amy Anderson,Agent,Data Staged,Light,Medium,miss,165.243.56.175,richard12,Europe,Failed,2,1,4,13,13,9,True
2024-06-15 03:22:17,Anthony Chambers,Power,Spearphishing Link,Cup,High,record,13.64.35.57,leblanctroy,North America,Failed,3,3,4,23,10,7,True
2024-09-02 10:02:24,Michelle Jones,Customer,Command and Control Over Web Protocol,Local,Low,sign,206.186.240.94,fwells,Asia,Successful,3,2,2,3,11,4,False
2024-08-26 08:32:08,Edwin Graham,Law,Remote File Copy,Hour,High,want,149.181.34.102,xjensen,Europe,Failed,3,3,2,19,5,4,False
2024-02-13 13:20:47,Teresa Ward,Claim,Command and Control Over Web Protocol,Tree,Low,personal,210.35.209.173,brightmichele,North America,Failed,3,1,3,2,12,11,True
2024-03-17 12:57:49,Michael Perry,Participant,Command and Control Over Web Protocol,Simple,Medium,exist,23.88.238.1,savagejennifer,Asia,Successful,1,4,2,21,17,5,False
2024-11-02 22:01:29,Randy Munoz,Order,Brute Force,Scientist,Medium,short,33.55.35.107,urodriguez,Europe,Failed,3,2,3,0,22,6,False
2024-02-02 00:25:14,Jared Hansen,Worry,Spearphishing Link,Without,Medium,student,27.237.129.253,wkemp,Europe,Failed,2,1,2,10,21,4,False
2024-01-24 23:22:46,Amy Lewis,Argue,Scheduled Task,Wear,High,determine,157.96.94.126,fredharris,North America,Successful,1,4,1,0,23,9,True
2024-05-07 05:00:53,Joshua Mercer,Investment,Remote File Copy,Ability,Low,share,163.118.178.148,louissalinas,Europe,Successful,1,2,4,5,14,8,True
2024-01-20 13:21:59,Jennifer Cooper MD,Still,Spearphishing Link,Defense,High,student,124.234.165.232,znelson,North America,Failed,3,2,4,15,17,5,False
2024-09-07 20:37:06,Janet Flores,Music,Application Layer Protocol,Try,Low,he,101.132.99.22,awoodard,South America,Successful,2,2,4,15,11,3,False
2024-06-17 23:56:01,Roy Wright,Account,Scheduled Task,Ever,High,young,17.39.230.131,medinajeremy,North America,Failed,1,4,2,21,10,11,True
2024-11-08 06:00:47,Dr. Amber Rich,Remain,Application Layer Protocol,Walk,High,act,122.173.70.243,cruzmichael,South America,Successful,3,2,2,6,30,10,True
2024-04-24 19:59:08,Jason Salas,Authority,Brute Force,Back,High,sort,196.53.249.80,wallacealyssa,South America,Successful,3,4,4,23,22,8,True
2024-02-16 10:00:49,William Garcia,Staff,Spearphishing Attachment,News,High,quickly,139.224.115.193,fordeddie,Europe,Failed,3,3,2,15,30,8,False
2024-05-03 09:56:13,Douglas Smith,Former,Spearphishing Link,List,Medium,court,167.188.192.24,randallbryant,Europe,Successful,1,4,1,16,11,9,False
2024-10-12 18:42:44,Joan Abbott,Two,Spearphishing Link,Develop,Low,worker,102.236.107.102,katherineholder,Asia,Successful,1,4,4,14,23,8,False
2024-01-17 16:40:29,Lisa Anderson,Rule,Scheduled Task,Role,Medium,blood,192.210.194.51,xjordan,Asia,Successful,1,2,1,19,17,6,True
2024-03-13 11:24:56,Michael Vance,Production,Remote File Copy,Wait,Medium,have,20.7.230.246,nielsenmatthew,Asia,Failed,3,1,3,13,3,3,True
2024-01-08 08:02:12,Leslie King,Through,Application Layer Protocol,Sort,Medium,type,155.98.99.236,dhumphrey,Europe,Failed,2,3,3,21,23,11,True
2024-01-05 09:21:54,Lucas Parsons,Public,Application Layer Protocol,Degree,Low,capital,97.137.197.175,douglasrobert,Asia,Successful,3,3,2,6,14,1,False
2024-03-17 22:52:50,Eric Quinn,Suddenly,Remote File Copy,Economic,Medium,floor,53.126.255.97,schultzcristina,Europe,Successful,2,1,2,10,10,4,True
2024-11-02 16:38:26,Misty Watkins,Particular,Brute Force,Successful,Low,herself,211.209.1.111,matthewryan,Europe,Failed,2,1,2,18,6,9,False
2024-02-01 00:26:19,Melissa Webster,Single,Scheduled Task,Must,High,rise,98.137.13.211,meganosborne,Asia,Successful,1,2,1,11,31,5,True
2024-09-20 12:37:39,Melissa Mercer,Research,Sudo Caching,Entire,High,yes,221.37.44.38,willieanderson,South America,Successful,2,4,2,8,15,8,False
2024-10-09 08:40:18,William Wright,Network,Command and Control Over Web Protocol,Analysis,Medium,president,102.100.232.57,rebecca66,South America,Successful,2,4,4,4,14,9,False
2024-09-28 00:10:22,Travis Herrera,Interest,Remote File Copy,Deep,Low,organization,46.77.29.40,michealchavez,Europe,Successful,2,2,1,16,8,1,False
2024-07-28 01:26:21,Allison Wilson,Call,Brute Force,By,Medium,age,124.180.136.121,qbennett,Europe,Successful,1,2,4,21,14,6,True
2024-07-28 20:16:15,Hannah Smith,Political,Spearphishing Attachment,Story,Medium,old,156.102.246.156,jeremy24,Asia,Successful,2,3,1,5,14,2,False
2024-05-27 20:04:24,Andrew Erickson,Huge,Sudo Caching,Third,High,occur,103.37.231.27,lunahenry,North America,Failed,1,4,1,5,9,9,False
2024-08-05 09:22:58,Alicia Knapp,Race,Spearphishing Link,Analysis,Medium,long,193.195.177.210,lanestephanie,Europe,Failed,3,4,2,9,8,10,False
2024-01-08 00:35:18,Shannon Barnett,Again,Spearphishing Link,Cultural,Low,effect,183.0.29.158,holly39,North America,Failed,2,4,2,23,25,5,True
2024-11-01 19:16:50,Gregory Guerrero,Knowledge,Command and Control Over Web Protocol,Garden,High,expert,171.122.93.26,brian26,South America,Failed,3,2,2,15,23,6,True
2024-03-12 03:33:53,Helen George,Former,Application Layer Protocol,Notice,Medium,whole,85.237.192.223,pkelley,North America,Failed,3,2,3,20,2,7,True
2024-10-22 16:01:41,Melinda Fuentes,Reflect,Sudo Caching,Imagine,Medium,bar,10.138.104.164,dakotawilliams,Europe,Successful,1,1,1,3,27,5,False
2024-10-09 07:09:11,Raven Cooley,Million,Sudo Caching,Mention,High,detail,131.195.134.88,zgreen,North America,Failed,3,1,1,23,9,11,False
2024-05-25 07:55:54,Elizabeth Barton,Physical,Spearphishing Attachment,Part,Low,car,41.190.139.32,cynthia92,Asia,Failed,1,3,2,0,17,10,False
2024-05-20 08:10:22,Shawn Perez,Star,Spearphishing Attachment,Real,Medium,assume,87.216.144.187,mooreamanda,Europe,Failed,1,1,3,14,4,4,False
2024-02-27 01:38:09,Andrea Cordova,Give,Command and Control Over Web Protocol,Risk,Medium,low,194.3.253.163,samanthaandrews,South America,Failed,1,3,2,2,2,9,True
2024-08-13 11:36:10,Albert Stephens,Language,Command and Control Over Web Protocol,Skill,Medium,prepare,90.207.60.178,karen47,Europe,Failed,3,3,1,7,14,1,False
2024-04-30 04:17:09,Michelle Forbes,Industry,Application Layer Protocol,Without,Low,mother,40.50.174.131,james49,Asia,Failed,3,4,4,1,22,8,False
2024-03-11 05:17:39,Robin Reynolds,Concern,Data Staged,Loss,Low,fear,195.75.235.136,kevinperez,Asia,Successful,2,2,1,18,30,12,False
2024-04-10 03:04:27,Paul Hancock,Sea,Scheduled Task,Several,Medium,door,95.50.134.188,mortega,Asia,Successful,1,3,3,6,6,3,True
2024-08-10 19:11:28,Carmen Lyons,Painting,Remote File Copy,Prevent,Medium,energy,18.31.168.71,ihale,Asia,Failed,1,2,4,3,23,8,True
2024-08-21 00:49:51,Tonya Mooney,Above,Spearphishing Attachment,Couple,Medium,buy,84.15.41.157,robinmorales,Asia,Successful,2,3,1,17,7,1,False
2024-03-26 01:08:02,Michael Scott,Stuff,Spearphishing Attachment,Recognize,Medium,those,57.0.139.113,charles60,North America,Failed,3,2,4,7,16,4,False
2024-02-03 14:24:46,Patrick Figueroa,Thus,Spearphishing Link,Seat,Medium,prevent,28.4.115.213,ldavis,Asia,Failed,1,2,2,7,23,7,False
2024-03-20 21:38:42,Sarah Moran,Must,Application Layer Protocol,Even,High,again,67.69.69.107,rgarrett,Europe,Successful,1,4,4,18,8,5,False
2024-10-22 05:58:21,Miss Erin Howard,Space,Spearphishing Link,Until,High,prepare,51.254.95.187,krandall,Asia,Successful,2,2,4,13,8,1,False
2024-11-09 14:16:42,Katie Paul,House,Application Layer Protocol,Speak,Low,human,34.128.159.59,ncarter,South America,Successful,2,1,1,15,14,2,True
2024-07-03 15:04:43,Rachel Armstrong,Year,Sudo Caching,After,Medium,cost,25.247.109.120,ericjackson,North America,Successful,3,4,1,23,16,5,False
2024-05-24 05:09:55,Amy Russell,Break,Sudo Caching,Style,High,result,204.147.204.1,mwatts,South America,Failed,1,2,2,10,16,8,True
2024-06-03 09:02:26,April Drake MD,Movie,Brute Force,Yet,Low,top,165.17.222.203,cfox,South America,Successful,1,4,3,15,14,12,True
2024-08-21 15:14:41,Haley Bernard,Serious,Sudo Caching,Several,High,choose,171.189.201.201,frankmckinney,North America,Successful,2,4,3,16,31,8,False
2024-04-22 23:17:14,Paul Skinner,Account,Spearphishing Attachment,Room,Medium,require,51.41.44.109,stewartkevin,South America,Failed,3,4,1,12,13,12,False
2024-07-10 02:47:50,Tiffany Morrison,Serve,Sudo Caching,Wind,Medium,team,88.109.51.194,christopher88,Asia,Successful,3,3,2,13,7,10,True
2024-09-15 07:59:54,Daniel Mathews,Compare,Remote File Copy,Production,High,significant,115.88.17.139,paulturner,South America,Successful,3,1,3,12,16,10,False
2024-11-08 02:41:03,Willie Goodwin,Order,Spearphishing Attachment,Agree,High,thank,46.11.197.57,kyoder,Europe,Successful,2,3,2,2,22,3,True
2024-10-27 16:04:54,Joseph Vazquez,Stage,Command and Control Over Web Protocol,Else,Low,song,188.236.0.165,jeffery64,Europe,Successful,3,3,4,21,9,11,False
2024-05-09 21:06:45,Jennifer Campbell,By,Brute Force,Himself,Medium,project,97.157.42.224,marcusbutler,Asia,Successful,2,1,1,22,6,2,True
2024-01-16 03:47:22,Elizabeth Walls,Really,Command and Control Over Web Protocol,Tree,Medium,process,49.173.118.159,shawnmccullough,South America,Successful,1,3,2,23,22,2,False
2024-03-02 00:16:20,Laurie Guerrero,Enough,Remote File Copy,Month,High,sing,159.39.190.47,brian51,North America,Successful,3,4,4,0,5,9,False
2024-04-13 05:32:31,Jeremy Green,Center,Scheduled Task,For,High,sing,118.153.109.37,lorikelley,Europe,Failed,3,4,1,11,2,9,False
2024-01-10 06:51:45,Erica Cunningham,Instead,Application Layer Protocol,Amount,Medium,participant,107.63.202.187,michellebriggs,South America,Failed,1,3,2,22,2,4,True
2024-04-19 05:14:33,Erin Wilson,Party,Scheduled Task,Indeed,Low,matter,36.183.255.195,henrycollins,South America,Successful,2,1,1,3,9,9,True
2024-10-24 08:38:47,Dr. Nancy Rojas DDS,Medical,Spearphishing Link,Development,Low,three,211.101.187.34,james86,Europe,Successful,2,1,1,11,10,4,False
2024-01-26 02:14:35,Miss Deborah Hodge,Next,Application Layer Protocol,Within,High,name,90.122.84.218,wmiller,North America,Failed,2,2,4,10,8,11,True
2024-06-26 12:49:19,Roberta Fritz,Actually,Spearphishing Attachment,Tree,Low,foreign,146.82.249.158,wrightpaul,North America,Successful,3,4,4,20,16,7,False
2024-05-14 17:44:27,Dana Hendrix,Among,Application Layer Protocol,True,High,who,38.159.76.46,diazrussell,Asia,Successful,2,3,1,3,22,10,True
2024-04-03 07:24:47,Christopher Williams,Policy,Data Staged,Miss,Medium,she,192.247.44.77,nancygonzalez,Europe,Successful,1,4,2,14,28,9,False
2024-09-05 13:50:02,Jordan Cline,Possible,Remote File Copy,Nor,High,bit,22.34.254.194,kellycook,South America,Successful,1,1,2,18,4,11,True
2024-03-17 20:52:29,Laura Campbell,Clearly,Brute Force,Return,Medium,defense,216.244.43.46,smolina,Europe,Successful,2,4,1,17,16,1,False
2024-09-10 04:48:46,Heather Yoder,Fear,Spearphishing Link,Send,Medium,fact,139.39.142.158,leematthew,Europe,Failed,3,3,3,21,20,8,True
2024-03-05 03:19:53,Ariel Parker,Best,Command and Control Over Web Protocol,Manage,High,focus,173.94.167.106,brownnatalie,Europe,Failed,2,2,4,22,16,8,False
2024-02-23 19:27:16,Judy Hughes,Pm,Brute Force,Task,Low,although,142.227.15.122,coledenise,South America,Successful,2,2,4,20,13,3,False
